name	SRR1944912_cds_rpm	SRR1944913_cds_rpm	SRR1944914_cds_rpm	SRR1944915_cds_rpm	SRR1944916_cds_rpm	SRR1944917_cds_rpm
NM_001178595.3	75.82	77.33	79.89	79.32	82.95	87.97
NM_001178596.3	83.49	81.35	82.33	92.68	89.18	85.88
NM_001178597.1	388.66	349.09	340.43	332.55	326.23	326.85
NM_001178598.1	0.43	0.68	0.76	0.53	0.35	0.64
NM_001178599.3	21.38	18.87	22.48	21.83	23.37	22.77
NM_001178600.3	59.69	58.51	57.33	52.65	47.98	51.91
NM_001178601.1	7.02	6.23	7.91	7.28	6.78	6.01
NM_001178602.1	12.27	14.94	13.47	20.11	21.05	21.49
NM_001178603.3	6.7	7.22	8.84	10.94	9.16	10.84
NM_001178604.1	25.72	30.25	30.05	44.36	44.91	41.53
NM_001178605.1	9.54	11.11	10.61	12.3	9.76	9.2
NM_001178606.3	4.5	4.42	4.71	5.64	6.09	5.37
NM_001178607.3	4.23	3.39	3.79	3.97	4.21	4.74
NM_001178608.1	21.81	22.75	20.71	26.98	23.42	29.87
NM_001178609.1	40.08	41.76	44.7	33.25	35.8	38.25
NM_001178610.3	7.77	6.82	8.17	6.75	8.57	9.74
NM_001178611.3	262.52	252.53	253.73	242.38	247.4	271.84
NM_001178612.1	9.81	13.41	12.46	14.68	14.56	14.21
NM_001178613.2	27.38	30.16	32.92	34.79	36.94	34.06
NM_001178615.4	50.8	51.15	53.29	57.81	58.43	57.28
NM_001178616.3	16.18	16.61	13.64	20.81	18.82	24.13
NM_001178617.1	19.67	20.4	17.59	22.58	22.88	23.95
NM_001178618.2	1.07	1.22	0.84	0.93	1.49	1.73
NM_001178619.3	21.86	17.65	19.11	23.99	23.18	20.67
NM_001178620.3	18.33	21.13	20.96	21.87	21.79	19.12
NM_001178621.1	39.44	37.02	35.36	36.2	36.0	36.15
NM_001178622.1	11.68	11.51	10.35	12.96	12.18	13.84
NM_001178623.4	26.53	33.5	31.32	30.07	29.46	27.32
NM_001178624.3	8.25	8.85	10.02	9.3	9.11	9.29
NM_001178626.1	6.32	8.31	7.07	11.29	10.7	9.2
NM_001178627.1	40.51	44.87	40.91	51.06	47.24	50.36
NM_001178628.3	6.54	8.13	9.09	10.76	9.16	11.2
NM_001178629.3	40.73	44.51	47.06	46.12	42.93	41.8
NM_001178630.1	16.34	15.62	15.57	20.9	16.99	18.76
NM_001178631.1	247.62	264.18	266.27	305.52	301.92	292.06
NM_001178632.3	1.45	1.08	0.76	2.29	1.19	2.28
NM_001178633.4	0.54	0.36	0.59	0.53	0.35	0.55
NM_001178634.1	585.32	613.05	578.75	696.71	678.61	668.63
NM_001178635.1	34.56	36.7	33.76	31.48	30.75	28.78
NM_001178636.4	32.26	32.91	36.7	43.03	43.53	42.35
NM_001178637.4	28.19	31.01	30.47	32.63	28.92	31.69
NM_001178638.1	20.15	22.62	22.14	28.09	26.25	25.41
NM_001178639.1	12.0	9.89	10.52	15.08	13.17	13.3
NM_001178641.3	3.8	3.66	4.04	5.34	5.4	5.01
NM_001178642.3	0.05	0.18	0.17	0.31	0.4	0.09
NM_001178643.2	5.95	4.38	6.48	8.95	6.73	7.83
NM_001178644.1	9.91	9.8	7.74	4.23	3.91	1.55
NM_001178645.3	3.0	5.28	4.63	4.45	4.41	5.37
NM_001178646.1	0.05	0.0	0.08	0.0	0.0	0.0
NM_001178647.3	1.02	1.72	1.26	0.84	0.94	0.64
NM_001178649.3	0.05	0.18	0.25	0.04	0.15	0.27
NM_001178650.1	16.18	15.12	15.15	18.12	15.99	17.3
NM_001178651.1	47.42	53.04	56.4	64.77	56.7	59.1
NM_001178652.2	6.38	7.76	7.74	5.64	5.94	5.92
NM_001178653.1	3.0	2.39	3.96	4.32	4.65	5.74
NM_001178654.1	6.27	6.82	7.32	6.61	7.68	8.65
NM_001178657.1	14.74	15.62	16.75	17.02	16.39	19.03
NM_001178658.1	214.61	214.2	222.24	245.07	260.22	288.05
NM_001178659.1	14.04	13.72	15.66	14.95	14.71	17.39
NM_001178660.1	93.29	93.22	108.76	125.14	128.06	123.76
NM_001178662.1	47.96	56.2	46.47	59.22	52.64	58.1
NM_001178663.1	10.18	8.22	9.26	9.17	10.35	10.38
NM_001178664.1	112.64	114.66	111.29	132.01	139.3	133.23
NM_001178665.1	0.0	0.0	0.0	0.04	0.0	0.0
NM_001178666.2	5.09	4.69	4.97	2.29	1.93	2.19
NM_001178667.1	4.23	4.11	3.79	1.85	1.58	1.91
NM_001178670.1	15.49	17.83	16.58	16.62	14.01	16.12
NM_001178671.1	26.53	26.0	26.18	29.32	26.84	27.96
NM_001178672.1	7.23	8.67	8.33	11.6	11.59	12.11
NM_001178673.1	165.58	166.17	158.09	168.66	163.61	160.01
NM_001178674.1	18.43	20.22	19.61	15.26	16.84	16.76
NM_001178675.1	296.81	275.6	217.78	316.72	291.72	231.86
NM_001178676.1	45.6	44.74	43.77	50.57	48.88	51.27
NM_001178677.1	8.63	9.84	9.18	7.45	7.87	7.19
NM_001178678.1	19.34	22.75	24.58	27.51	27.78	33.7
NM_001178679.1	34.51	38.82	39.48	54.19	51.2	54.73
NM_001178680.1	52.57	53.27	56.99	69.62	68.29	61.2
NM_001178681.1	9.22	10.11	10.44	13.93	14.91	17.58
NM_001178682.1	404.74	403.31	395.74	359.84	371.1	388.32
NM_001178683.1	13.18	14.45	12.21	15.48	15.15	14.66
NM_001178684.1	12.7	12.59	14.14	14.2	13.87	14.12
NM_001178685.1	104.06	116.7	114.82	167.02	161.53	182.78
NM_001178687.1	27.22	24.65	20.12	37.04	41.55	23.95
NM_001178688.1	967.12	985.66	878.53	1226.09	1269.93	1174.61
NM_001178689.1	26.2	21.98	22.98	26.5	28.23	28.87
NM_001178690.1	172.17	194.16	181.75	208.12	221.2	204.63
NM_001178692.1	10.45	12.19	14.23	12.17	12.92	13.39
NM_001178693.1	0.11	0.27	0.0	0.26	0.35	0.64
NM_001178694.1	7.23	8.31	9.43	11.02	10.99	9.47
NM_001178695.1	245.16	260.25	241.18	272.45	274.54	266.47
NM_001178696.1	11.9	13.86	10.94	16.93	14.21	16.48
NM_001178697.1	12.86	15.08	15.24	15.92	15.95	17.39
NM_001178698.1	126.46	142.47	136.71	175.71	161.43	158.46
NM_001178699.1	19.77	22.08	21.89	32.58	33.52	35.97
NM_001178700.1	1.93	2.17	2.36	1.98	2.13	1.82
NM_001178701.1	120.68	126.72	125.68	191.8	183.02	180.5
NM_001178702.1	0.0	0.0	0.08	0.04	0.0	0.0
NM_001178703.1	96.83	97.28	91.0	78.62	75.57	67.12
NM_001178704.1	22.51	30.34	23.4	27.6	21.99	23.59
NM_001178705.1	13.56	13.0	14.48	14.2	15.05	16.03
NM_001178706.1	324.04	327.2	350.87	317.38	306.53	299.98
NM_001178707.1	0.0	0.23	0.08	0.22	0.05	0.0
NM_001178708.1	6.48	7.0	7.66	5.34	6.39	8.38
NM_001178709.1	0.64	1.22	2.61	1.63	1.54	1.37
NM_001178710.1	0.16	0.14	0.17	0.09	0.2	0.27
NM_001178711.1	0.32	0.68	0.59	1.63	0.74	2.0
NM_001178713.1	0.43	0.54	0.42	0.84	0.69	0.91
NM_001178715.1	67.41	73.63	71.56	80.25	76.06	72.95
NM_001178716.1	10.66	11.47	12.63	11.55	13.07	13.3
NM_001178717.1	121.43	123.38	124.76	152.61	147.47	143.34
NM_001178718.1	57.55	61.3	56.91	41.32	43.68	40.25
NM_001178720.1	1.88	1.35	1.6	1.94	1.98	2.09
NM_001178721.1	30.76	31.01	30.31	32.85	30.95	36.34
NM_001178722.1	67.04	69.48	66.0	71.08	68.24	60.2
NM_001178723.1	0.54	0.36	0.51	0.26	0.25	0.55
NM_001178724.1	96.24	97.55	101.02	103.93	100.33	91.25
NM_001178725.1	8823.61	8403.42	8944.48	7044.12	6936.59	7168.32
NM_001178727.1	0.0	0.23	0.08	0.18	0.25	0.18
NM_001178728.1	5.25	6.32	7.66	6.7	5.35	7.19
NM_001178729.1	37.94	42.89	44.95	34.22	32.19	30.6
NM_001178730.1	94.9	99.41	112.97	103.66	90.62	100.63
NM_001178731.1	9.43	8.8	9.51	6.13	6.09	5.74
NM_001178732.1	5.41	5.78	6.9	7.54	7.43	6.74
NM_001178733.1	0.48	0.36	0.51	0.66	0.5	0.73
NM_001178734.1	9.65	11.29	13.89	12.13	11.79	13.84
NM_001178735.1	2.09	2.62	2.02	5.86	6.14	4.92
NM_001178737.1	13.24	11.96	13.47	13.67	12.43	12.84
NM_001178738.1	4.45	5.33	6.31	4.37	4.41	4.37
NM_001178739.1	133.7	146.22	138.9	147.93	152.22	122.49
NM_001178741.1	22.88	28.67	24.75	32.1	30.85	31.78
NM_001178742.1	6.7	6.95	8.08	9.39	8.96	9.47
NM_001178743.1	18.38	21.53	22.48	25.04	23.13	27.96
NM_001178744.1	47.42	55.89	50.93	57.54	53.04	51.82
NM_001178745.1	1764.0	1684.57	1495.75	1479.45	1472.16	1375.23
NM_001178746.1	8.79	9.39	11.11	10.41	10.35	9.84
NM_001178747.1	32.04	35.48	31.4	39.82	33.87	34.42
NM_001178748.1	172.33	186.08	184.53	163.23	154.6	151.17
NM_001178749.1	39.33	41.62	39.9	47.36	42.39	46.17
NM_001178750.1	34.88	38.37	39.82	51.63	54.67	51.45
NM_001178751.1	31.08	32.77	30.56	35.19	35.75	42.07
NM_001178752.1	2.57	3.3	5.72	4.14	4.85	4.28
NM_001178753.1	6.48	7.0	7.66	5.34	6.39	8.38
NM_001178754.1	0.0	0.23	0.08	0.22	0.05	0.0
NM_001178756.1	45.39	47.9	51.18	60.63	57.34	59.1
NM_001178757.1	30.01	32.05	34.85	36.16	33.72	33.33
NM_001178758.1	21.76	25.6	28.45	29.1	29.71	29.96
NM_001178759.1	0.11	0.14	0.08	0.0	0.1	0.09
NM_001178760.1	20.09	23.79	22.56	22.4	21.69	24.32
NM_001178761.1	26.9	29.3	28.03	37.04	36.3	39.16
NM_001178762.1	44.64	42.93	43.61	50.84	47.89	53.18
NM_001178764.1	0.0	0.0	0.0	0.0	0.0	0.0
NM_001178765.1	55.19	55.66	54.8	52.25	52.29	56.28
NM_001178766.1	50.0	47.45	48.83	55.65	50.46	58.47
NM_001178767.1	558.9	564.52	550.13	609.37	623.99	629.29
NM_001178768.1	14.9	18.64	21.47	20.72	21.19	22.22
NM_001178769.1	93.03	101.8	118.7	111.51	110.87	118.03
NM_001178770.1	20.36	17.7	18.52	18.92	20.3	22.68
NM_001178771.1	9.59	10.92	10.61	17.24	16.49	19.03
NM_001178772.1	38.96	38.64	46.64	49.96	43.18	58.83
NM_001178774.1	4.61	4.92	5.81	6.39	4.95	6.74
NM_001178776.1	39.33	42.52	36.45	39.2	39.17	34.79
NM_001178777.1	5.68	6.14	6.06	7.1	6.73	6.47
NM_001178778.1	67.57	72.5	65.58	98.86	83.09	91.34
NM_001178779.1	9.97	9.39	12.37	8.64	8.91	10.47
NM_001178780.1	42.55	42.93	44.95	42.59	46.2	54.19
NM_001178781.1	11.74	12.82	13.13	15.3	15.05	15.66
NM_001178782.1	62.16	62.84	63.05	71.78	68.63	71.76
NM_001178783.1	3.32	4.02	3.45	4.5	4.16	6.01
NM_001178784.1	5.79	8.62	8.84	8.99	9.66	9.65
NM_001178785.1	11.04	12.41	11.28	11.99	12.68	13.48
NM_001178786.2	147.15	153.8	135.79	142.99	129.1	137.97
NM_001178787.1	16.5	19.95	20.54	18.65	18.47	16.39
NM_001178788.1	27.11	28.71	27.44	42.15	39.27	36.52
NM_001178789.1	15.49	15.94	19.61	18.47	19.86	22.49
NM_001178790.1	107.71	115.61	111.04	109.09	102.85	118.57
NM_001178792.1	9.86	9.3	9.09	12.79	11.39	12.57
NM_001178794.1	340.11	355.32	267.95	360.42	316.92	295.97
NM_001178795.1	4.29	5.1	3.87	13.23	12.33	15.75
NM_001178796.1	25.51	25.46	26.01	24.52	23.42	22.04
NM_001178797.2	3.38	4.06	2.86	5.25	4.31	3.46
NM_001178798.1	19.61	20.99	23.07	23.1	23.13	21.4
NM_001178799.1	197.52	221.65	216.35	241.14	217.09	237.05
NM_001178800.1	28.19	31.01	30.56	31.26	32.14	31.78
NM_001178801.1	8.63	10.61	11.79	12.26	11.44	10.02
NM_001178802.1	1.39	1.31	1.18	1.46	1.29	1.82
NM_001178804.1	13.5	14.99	16.33	18.21	17.73	16.12
NM_001178805.1	0.86	0.9	0.67	0.84	1.09	0.91
NM_001178806.1	0.0	0.0	0.0	0.0	0.0	0.0
NM_001178807.1	0.0	0.0	0.0	0.0	0.0	0.0
NM_001178808.1	0.8	1.17	0.76	1.63	1.98	1.18
NM_001178809.1	3.97	3.84	5.22	4.85	6.24	5.37
NM_001178811.1	0.11	0.0	0.0	0.0	0.0	0.09
NM_001178812.1	1.45	1.49	0.93	2.12	1.49	2.46
NM_001178813.1	4.98	6.0	6.82	6.88	6.39	7.92
NM_001178814.1	0.21	0.0	0.08	0.31	0.2	0.27
NM_001178815.1	33.87	36.43	32.66	47.53	53.43	48.27
NM_001178816.1	93.94	101.53	109.35	105.03	99.34	107.73
NM_001178817.3	178.07	199.44	190.0	210.46	219.12	193.7
NM_001178818.1	29.47	31.87	33.0	26.41	21.0	19.67
NM_001178819.1	6.54	8.94	7.41	6.31	6.73	7.01
NM_001178820.3	2.3	3.02	2.95	3.04	2.97	1.91
NM_001178821.1	10.07	9.62	8.08	9.97	8.07	9.38
NM_001178822.1	60.93	60.58	56.23	53.35	55.51	47.45
NM_001178824.3	17.2	17.52	18.77	48.72	47.29	48.9
NM_001178826.1	7.93	6.82	7.41	14.9	12.53	12.57
NM_001178827.1	9.11	10.56	10.52	14.73	13.91	12.48
NM_001178828.3	88.26	95.48	103.46	110.67	108.3	114.02
NM_001178830.1	50.8	53.72	48.24	60.23	53.08	50.91
NM_001178831.1	5.04	5.96	6.82	5.64	5.1	6.28
NM_001178832.3	32.47	31.56	32.41	33.25	34.32	33.79
NM_001178833.1	11.52	10.47	9.93	10.76	11.14	8.65
NM_001178834.3	2.89	4.69	4.29	5.42	4.75	3.73
NM_001178835.1	5.31	5.82	5.72	4.28	5.3	5.28
NM_001178836.3	0.0	0.0	0.0	0.0	0.0	0.0
NM_001178837.1	77.75	87.13	83.17	91.85	83.49	81.6
NM_001178838.1	0.0	0.0	0.08	0.09	0.35	0.18
NM_001178839.3	23.52	28.67	23.07	32.28	34.22	27.68
NM_001178840.1	7.88	8.04	9.77	8.16	8.47	8.92
NM_001178841.1	295.26	292.26	297.16	273.55	269.78	261.0
NM_001178842.3	578.19	581.08	598.2	604.65	600.27	610.07
NM_001178844.1	10.34	12.46	13.97	17.37	15.7	14.84
NM_001178845.1	1.18	1.17	0.76	1.81	1.09	1.46
NM_001178846.3	420.01	446.87	454.75	549.62	515.25	563.63
NM_001178847.1	62.7	59.0	59.35	78.71	74.43	72.95
NM_001178848.1	0.27	0.14	0.17	0.13	0.1	0.0
NM_001178849.3	1668.41	1621.55	1428.16	1500.71	1534.26	1351.19
NM_001178850.1	0.0	0.0	0.0	0.04	0.0	0.0
NM_001178851.1	37.51	37.2	35.53	40.39	41.25	46.17
NM_001178852.3	184.5	181.25	151.28	203.8	186.79	183.05
NM_001178853.1	29.79	29.48	29.38	36.33	34.02	34.88
NM_001178854.1	1.23	1.72	1.43	3.48	2.67	2.28
NM_001178855.3	317.55	339.52	338.67	381.63	385.16	378.3
NM_001178856.1	2.52	1.72	3.03	3.09	2.48	2.28
NM_001178857.1	149.34	157.28	164.83	139.69	140.98	142.8
NM_001178858.3	24.65	26.36	22.39	21.52	20.06	24.68
NM_001178859.1	23.74	23.66	21.38	28.09	26.94	28.05
NM_001178861.1	377.35	357.4	378.57	338.46	346.19	383.31
NM_001178862.3	102.19	102.43	107.75	105.91	102.55	106.46
NM_001178863.1	10.93	10.88	10.19	12.3	13.82	12.02
NM_001178864.1	0.0	0.0	0.0	0.0	0.1	0.0
NM_001178865.3	26.9	32.73	25.17	29.94	30.85	29.69
NM_001178866.1	159.1	164.77	184.44	188.1	165.94	187.15
NM_001178867.1	20.52	20.4	22.98	19.53	22.58	20.67
NM_001178868.3	17.42	16.43	21.05	16.98	15.95	15.85
NM_001178869.1	1353.16	1354.12	1208.52	1346.95	1279.58	1230.62
NM_001178870.1	130.91	130.87	142.44	130.74	127.02	130.23
NM_001178871.3	21.54	20.0	19.78	28.57	26.59	29.96
NM_001178872.1	0.21	0.45	0.84	0.62	0.64	0.46
NM_001178873.1	76.57	80.81	91.42	101.15	103.35	115.29
NM_001178875.1	92.28	90.74	98.49	137.53	140.29	163.83
NM_001178876.1	19.45	22.98	21.63	22.18	23.32	21.95
NM_001178877.3	7.39	8.49	9.85	11.02	10.45	12.11
NM_001178878.1	67.68	73.09	73.91	94.23	87.6	91.43
NM_001178879.1	7.13	6.5	7.49	6.88	7.68	8.29
NM_001178880.3	235.35	220.84	216.26	263.63	226.25	239.51
NM_001178881.2	19.24	21.22	21.05	22.93	19.46	19.49
NM_001178882.1	0.16	0.09	0.25	0.13	0.3	0.55
NM_001178884.1	0.0	0.05	0.0	0.0	0.0	0.09
NM_001178885.1	0.96	0.81	1.43	1.32	0.99	2.0
NM_001178886.1	386.25	384.35	388.92	352.08	338.61	330.94
NM_001178887.1	0.7	0.68	0.84	0.79	0.79	0.36
NM_001178888.1	0.21	0.18	0.25	0.26	0.15	0.09
NM_001178890.1	0.0	0.09	0.08	0.09	0.05	0.0
NM_001178891.1	0.0	0.0	0.0	0.0	0.0	0.0
NM_001178892.1	57.39	66.32	64.99	88.63	78.34	82.6
NM_001178893.3	60.28	66.04	57.33	68.87	62.94	55.28
NM_001178894.1	270.82	287.11	283.19	337.53	331.24	330.76
NM_001178895.1	47.85	49.48	56.49	74.87	68.58	74.77
NM_001178896.3	12.59	13.36	14.73	15.43	16.19	18.49
NM_001178897.1	202.88	206.17	203.89	202.87	207.24	190.43
NM_001178898.1	6.54	6.59	6.82	6.44	5.89	5.83
NM_001178899.1	51.87	48.94	44.62	42.37	40.46	37.16
NM_001178900.1	292.47	291.04	329.24	275.27	288.55	279.31
NM_001178901.3	12.75	13.77	15.66	17.55	18.92	19.03
NM_001178902.1	109.37	100.9	129.89	25.93	20.45	28.69
NM_001178903.1	81.72	91.42	94.03	117.16	110.78	109.83
NM_001178904.3	20.58	20.27	21.55	30.2	24.51	25.14
NM_001178905.1	15.7	18.1	19.03	16.31	15.05	16.94
NM_001178906.3	2.41	2.35	2.53	4.72	3.02	3.92
NM_001178907.1	26.42	28.08	32.49	35.76	35.31	33.97
NM_001178908.1	29.15	30.34	31.32	38.76	39.12	35.24
NM_001178909.3	8.52	6.77	6.06	6.31	6.29	6.65
NM_001178910.1	25.35	24.15	29.3	34.66	36.05	32.69
NM_001178911.3	16.83	15.94	16.58	19.27	18.67	21.95
NM_001178912.1	160.38	166.13	183.01	240.13	239.82	237.33
NM_001178913.1	27.81	31.24	26.18	37.96	34.17	31.05
NM_001178914.3	220.56	219.26	218.71	237.97	238.63	234.05
NM_001178915.1	1.71	1.44	2.02	2.47	2.33	2.19
NM_001178916.1	493.1	519.37	452.06	510.77	461.32	484.67
NM_001178917.3	113.92	116.79	114.99	184.04	171.58	188.24
NM_001178918.1	71.16	74.58	64.99	95.46	88.54	81.96
NM_001178919.1	7.34	6.55	5.72	5.51	6.93	5.65
NM_001178920.3	17.47	16.43	15.49	20.55	17.83	18.67
NM_001178921.1	40.46	41.58	42.51	49.12	46.2	45.17
NM_001178922.1	75.02	75.98	80.14	81.62	80.02	82.14
NM_001178923.3	28.67	27.54	22.39	28.44	27.83	30.33
NM_001178924.1	6.54	9.25	8.25	8.16	6.88	10.66
NM_001178925.1	15.49	11.6	12.96	14.33	13.67	13.84
NM_001178926.3	13.24	11.87	12.54	13.67	12.53	14.94
NM_001178927.1	484.69	491.47	511.07	507.64	522.43	501.61
NM_001178928.1	3.43	3.57	4.21	3.48	2.18	2.37
NM_001178929.3	3.8	4.69	4.8	4.94	4.85	3.73
NM_001178930.1	0.0	0.0	0.0	0.18	0.05	0.0
NM_001178931.3	15.43	18.55	16.42	21.47	18.92	18.58
NM_001178932.2	1.93	2.71	3.7	2.65	2.48	2.09
NM_001178933.1	47.75	48.94	54.21	65.08	69.97	67.39
NM_001178934.3	1201.62	1163.93	1064.91	1051.13	1057.49	963.05
NM_001178935.1	25.83	24.92	23.82	16.8	17.48	11.66
NM_001178936.3	7.02	7.18	5.22	7.85	5.6	6.83
NM_001178937.1	2.68	1.76	1.94	2.87	2.82	1.73
NM_001178938.1	15.11	18.28	15.57	16.05	16.49	16.21
NM_001178939.3	97.74	108.75	103.8	98.77	89.09	86.33
NM_001178940.1	128.29	128.66	145.13	142.91	142.57	146.71
NM_001178941.3	18.76	20.27	24.08	29.32	27.78	28.41
NM_001178942.1	7.45	6.68	5.89	7.85	8.32	6.47
NM_001178943.1	125.28	126.85	126.53	185.1	178.77	179.31
NM_001178944.3	4.18	5.51	5.64	6.79	5.5	5.46
NM_001178945.1	0.43	0.81	1.09	1.15	0.89	0.73
NM_001178946.3	208.88	207.66	205.57	276.55	274.88	238.87
NM_001178947.1	241.51	256.46	258.69	277.96	268.0	285.5
NM_001178948.3	71.81	77.29	79.3	67.73	69.97	60.56
NM_001178949.1	2.09	3.21	3.28	3.57	2.38	2.73
NM_001178950.1	17.42	20.5	19.03	20.06	18.82	23.59
NM_001178951.3	10.56	12.05	13.3	9.61	9.46	8.29
NM_001178952.2	10.13	10.7	10.27	9.83	9.85	7.47
NM_001178953.3	39.33	36.16	43.94	50.49	48.33	44.81
NM_001178954.1	47.16	52.86	45.12	50.18	41.4	42.8
NM_001178955.1	77.97	89.97	72.06	105.82	100.67	81.69
NM_001178956.3	0.86	0.68	0.84	1.28	1.34	0.64
NM_001178957.1	1.82	1.9	2.36	1.9	1.44	2.55
NM_001178958.1	5.79	6.09	4.12	7.19	6.59	4.83
NM_001178959.3	53.32	55.75	59.1	49.91	47.34	45.08
NM_001178960.1	25.94	25.14	26.85	26.9	29.32	25.41
NM_001178961.1	303.35	301.02	359.54	348.33	345.94	355.17
NM_001178962.3	8.31	11.6	9.34	11.91	10.65	10.84
NM_001178963.1	296.06	282.28	283.86	271.0	250.22	158.37
NM_001178964.2	113.23	115.16	113.14	197.32	198.03	204.36
NM_001178965.3	1711.7	1636.17	1428.91	1651.59	1597.7	1520.76
NM_001178966.2	23.2	23.25	20.54	20.5	19.46	21.22
NM_001178967.3	2.04	2.26	2.61	2.34	2.33	2.73
NM_001178968.1	10.4	14.13	15.24	11.95	12.73	11.29
NM_001178969.1	16.5	17.06	17.0	19.45	20.45	17.85
NM_001178970.1	9.22	12.01	9.01	9.97	9.56	8.74
NM_001178971.1	91.36	103.11	97.23	111.03	106.57	111.1
NM_001178972.3	15.38	13.23	11.7	41.8	41.45	37.79
NM_001178973.1	60.66	61.76	67.77	50.35	50.76	52.64
NM_001178974.1	58.36	56.79	57.16	65.96	70.17	67.39
NM_001178976.3	0.0	0.14	0.17	0.0	0.15	0.09
NM_001178977.1	185.19	186.4	204.06	186.56	190.8	205.27
NM_001178978.1	10.4	12.05	14.31	10.14	10.2	11.75
NM_001178979.3	67.09	63.16	56.07	87.08	85.27	79.87
NM_001178980.1	68.64	65.28	75.01	51.24	53.18	63.11
NM_001178981.1	218.52	225.04	214.75	340.97	329.25	299.89
NM_001178982.3	508.43	502.49	415.1	386.03	379.37	327.3
NM_001178983.3	20.09	16.75	18.6	21.96	21.05	24.5
NM_001178984.1	11.74	12.1	15.57	16.36	15.45	13.75
NM_001178985.3	83.33	82.3	85.61	122.84	122.66	129.59
NM_001178986.3	29.37	30.65	31.99	38.1	31.49	37.98
NM_001178987.1	1.18	1.9	1.35	1.9	1.98	1.55
NM_001178989.1	2.57	4.06	3.87	3.84	3.12	2.46
NM_001178990.3	35.05	37.83	38.89	50.71	49.37	41.35
NM_001178991.3	63.93	67.22	60.86	79.06	82.45	71.22
NM_001178992.1	11.47	11.69	11.45	14.68	14.21	13.84
NM_001178993.1	3426.89	3306.16	3011.63	3155.74	3183.26	2896.54
NM_001178994.3	22.99	23.29	23.15	50.71	39.02	32.97
NM_001178995.3	6.7	6.5	6.57	7.28	7.13	6.65
NM_001178996.1	87.08	86.86	92.52	92.82	91.07	92.71
NM_001178997.1	0.16	0.05	0.0	0.18	0.15	0.27
NM_001178998.3	41.26	41.26	39.65	44.4	40.56	43.17
NM_001179000.1	877.04	892.53	854.87	803.42	762.45	792.85
NM_001179001.1	33.28	35.75	30.64	33.86	29.91	32.69
NM_001179002.3	35.1	39.0	45.12	36.46	34.81	34.7
NM_001179003.3	25.19	23.61	28.37	21.56	22.23	22.95
NM_001179004.1	78.56	85.19	63.98	96.34	82.9	85.24
NM_001179005.1	1.71	2.08	2.36	1.68	2.62	1.55
NM_001179006.3	6.32	6.68	8.17	6.44	6.14	7.29
NM_001179007.3	1416.93	1407.43	1389.94	1361.5	1349.31	1344.82
NM_001179008.1	37.94	38.33	36.87	37.52	36.99	38.25
NM_001179009.1	21.06	21.67	20.54	25.93	24.26	26.5
NM_001179010.3	282.67	279.03	277.55	330.79	330.15	325.94
NM_001179011.3	0.38	0.5	0.42	0.57	0.59	0.46
NM_001179012.1	159.85	161.7	151.28	214.47	195.06	187.51
NM_001179013.1	28.29	28.4	30.56	24.74	31.44	28.69
NM_001179014.3	156.9	156.74	174.68	190.35	200.7	188.88
NM_001179015.3	191.68	199.4	201.45	221.04	217.04	222.03
NM_001179016.1	96.35	100.44	90.08	113.19	109.93	103.0
NM_001179017.1	44.32	45.73	45.46	52.6	47.69	45.08
NM_001179018.3	5.25	6.32	7.24	4.1	3.12	4.37
NM_001179019.3	17.2	19.64	19.87	19.75	19.61	18.94
NM_001179020.1	13.56	12.78	13.39	16.71	15.55	15.12
NM_001179021.1	674.86	669.93	616.81	576.74	586.36	537.13
NM_001179022.3	15.11	15.89	17.59	18.08	16.14	20.31
NM_001179023.3	177.42	189.2	217.78	200.76	199.81	191.52
NM_001179024.1	17.52	18.92	18.27	16.4	18.72	17.76
NM_001179026.1	136.11	144.59	162.81	161.07	147.22	157.37
NM_001179027.3	2.57	2.71	3.54	3.57	2.92	3.64
NM_001179028.4	0.0	0.0	0.08	0.04	0.0	0.0
NM_001179029.3	7.56	6.68	7.66	9.17	10.0	9.47
NM_001179030.3	9.7	10.7	10.52	10.23	8.37	11.47
NM_001179031.1	48.55	56.2	55.22	63.01	62.44	59.47
NM_001179032.1	6.48	7.85	10.1	13.93	10.65	11.66
NM_001179033.3	38.37	38.78	35.44	55.87	56.4	52.0
NM_001179034.3	14.09	13.81	14.98	13.4	16.09	13.75
NM_001179035.1	186.0	182.69	201.28	220.91	205.56	231.68
NM_001179036.1	37.78	37.83	37.8	41.84	42.19	38.98
NM_001179037.3	7.93	7.4	8.42	9.97	8.76	9.65
NM_001179038.3	68.97	73.9	73.07	79.32	72.65	79.59
NM_001179039.1	15.38	16.75	17.17	19.27	20.06	20.49
NM_001179040.1	3.0	3.21	2.69	3.53	3.42	3.82
NM_001179041.3	81.72	85.64	75.34	90.48	81.71	83.24
NM_001179042.3	18.7	21.22	22.48	25.44	27.09	29.32
NM_001179043.1	2.3	2.62	3.2	1.94	2.43	3.37
NM_001179044.1	30.49	29.43	31.15	28.18	26.44	31.42
NM_001179045.3	143.4	153.58	151.02	148.2	135.34	155.55
NM_001179046.3	97.96	94.35	101.36	111.2	116.47	118.75
NM_001179047.1	26.42	24.56	25.34	24.78	23.32	22.95
NM_001179048.1	5.95	5.69	5.14	4.28	3.66	4.55
NM_001179049.3	15.97	16.21	16.33	18.65	18.22	18.76
NM_001179050.4	3.54	2.44	2.27	1.98	1.93	1.64
NM_001179051.1	17.52	21.22	20.12	22.13	19.61	21.49
